roi a2 a2cilwr a2ciupr c2 e2 pA pC LL_ACE LL_CE LL_AE
AI.lh.17Networks_LH_DefaultB_Temp_7.mgh.label_matrix163.csv 0.031 2.12094449636951e-17 0.139753889775774 0 0.969 0.685 1 2940.5 2940.7 2940.5
AI.lh.17Networks_LH_DefaultB_Temp_8.mgh.label_matrix164.csv 0 0 0.239312201663109 0.104 0.896 1 0.241 2931.7 2931.7 2933
AI.lh.17Networks_LH_DefaultB_Temp_9.mgh.label_matrix165.csv 0 0 0.163472611452188 0.04 0.96 1 0.658 2939.4 2939.4 2939.6
AI.lh.17Networks_LH_DefaultC_IPL_1.mgh.label_matrix166.csv 0.008 1.55342771178318e-25 0.116287998298476 0 0.992 0.883 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultC_IPL_2.mgh.label_matrix167.csv 0 6.98449926626576e-43 0.103697564598493 0.001 0.999 1 0.977 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultC_IPL_3.mgh.label_matrix168.csv 0 0 0.0868821913433854 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DefaultC_PHC_1.mgh.label_matrix169.csv 0.113 1.61447787545581e-25 0.296270940488846 0.047 0.84 0.524 0.654 2929.3 2929.7 2929.5
AI.lh.17Networks_LH_DefaultC_PHC_2.mgh.label_matrix170.csv 0.13 0.00301471354263998 0.241264474200799 0 0.87 0.377 1 2935 2935.8 2935
AI.lh.17Networks_LH_DefaultC_PHC_3.mgh.label_matrix171.csv 0 6.83482944899159e-31 0.124797271344393 0.018 0.982 1 0.749 2940.5 2940.5 2940.6
AI.lh.17Networks_LH_DefaultC_PHC_4.mgh.label_matrix172.csv 0 0 0.157895080709115 0.042 0.958 1 0.485 2939.2 2939.2 2939.7
AI.lh.17Networks_LH_DefaultC_PHC_5.mgh.label_matrix173.csv 0.072 7.13226364154391e-31 0.237697334966319 0.037 0.891 0.675 0.725 2935.1 2935.2 2935.2
AI.lh.17Networks_LH_DefaultC_PHC_6.mgh.label_matrix174.csv 0.135 1.10251769582405e-41 0.244232892280574 0.001 0.864 0.415 0.993 2934.2 2934.8 2934.2
AI.lh.17Networks_LH_DefaultC_Rsp_1.mgh.label_matrix175.csv 0 0 0.179638484738818 0.051 0.949 1 0.487 2938.3 2938.3 2938.8
AI.lh.17Networks_LH_DefaultC_Rsp_2.mgh.label_matrix176.csv 0 2.82463084004279e-28 0.229739845239227 0.086 0.914 1 0.34 2934.1 2934.1 2935
AI.lh.17Networks_LH_DefaultC_Rsp_3.mgh.label_matrix177.csv 0.013 7.19331075526922e-32 0.173078263814366 0.031 0.956 0.949 0.784 2939.4 2939.4 2939.5
AI.lh.17Networks_LH_DefaultC_Rsp_4.mgh.label_matrix178.csv 0.135 1.91318165901751e-27 0.242708694949915 0 0.865 0.329 1 2934.1 2935.1 2934.1
AI.lh.17Networks_LH_DefaultC_Rsp_5.mgh.label_matrix179.csv 0.103 2.54182588009417e-14 0.212529191376901 0 0.897 0.315 1 2937.1 2938.1 2937.1
AI.lh.17Networks_LH_DefaultC_Rsp_6.mgh.label_matrix180.csv 0.21 0.0490125891281296 0.321725997909194 0 0.79 0.019 1 2925.8 2931.3 2925.8
AI.lh.17Networks_LH_DefaultC_Rsp_7.mgh.label_matrix181.csv 0.031 0 0.136310172547497 0 0.969 0.653 1 2940.5 2940.7 2940.5
AI.lh.17Networks_LH_DefaultC_Rsp_8.mgh.label_matrix182.csv 0 0 0.0878702750859522 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_ParOcc_1.mgh.label_matrix183.csv 0 4.05115485113236e-33 0.105114789431408 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_ParOcc_2.mgh.label_matrix184.csv 0 0 0.0896673770072536 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_ParOcc_3.mgh.label_matrix185.csv 0.036 2.12905371012212e-31 0.171284971438556 0.018 0.946 0.837 0.865 2939.3 2939.4 2939.4
AI.lh.17Networks_LH_DorsAttnA_ParOcc_4.mgh.label_matrix186.csv 0.009 5.08424817052637e-33 0.115220798012047 0 0.991 0.87 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DorsAttnA_ParOcc_5.mgh.label_matrix187.csv 0.041 0 0.179380708455219 0.019 0.94 0.814 0.856 2939.1 2939.1 2939.1
AI.lh.17Networks_LH_DorsAttnA_ParOcc_6.mgh.label_matrix188.csv 0.009 0 0.173321496232195 0.035 0.957 0.963 0.758 2939.5 2939.5 2939.6
AI.lh.17Networks_LH_DorsAttnA_ParOcc_7.mgh.label_matrix189.csv 0 5.11862666327269e-27 0.106017253201319 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_1.mgh.label_matrix190.csv 0.047 0 0.175165007648981 0 0.953 0.677 1 2940.2 2940.4 2940.2
AI.lh.17Networks_LH_DorsAttnA_SPL_10.mgh.label_matrix191.csv 0 2.03968748917191e-29 0.0578745160806295 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_11.mgh.label_matrix192.csv 0.053 1.2809782515958e-37 0.166809952400858 0 0.947 0.363 1 2939.9 2940.8 2939.9
AI.lh.17Networks_LH_DorsAttnA_SPL_12.mgh.label_matrix193.csv 0 2.99422774803199e-20 0.0840002281599923 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_13.mgh.label_matrix194.csv 0 0 0.0964285155272659 0 1 1 0.992 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_14.mgh.label_matrix195.csv 0 0 0.146026125168287 0.032 0.968 1 0.571 2939.9 2939.9 2940.2
AI.lh.17Networks_LH_DorsAttnA_SPL_15.mgh.label_matrix196.csv 0 4.72093048687866e-30 0.113184390599068 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_16.mgh.label_matrix197.csv 0.009 0 0.126062224976023 0 0.991 0.876 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_17.mgh.label_matrix198.csv 0 1.29270602654305e-37 0.156638276443487 0.033 0.967 1 0.636 2939.7 2939.7 2939.9
AI.lh.17Networks_LH_DorsAttnA_SPL_2.mgh.label_matrix199.csv 0.031 0 0.150940578399222 0 0.969 0.804 1 2940.6 2940.7 2940.6
AI.lh.17Networks_LH_DorsAttnA_SPL_3.mgh.label_matrix200.csv 0 1.00503189836484e-32 0.104505136638916 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_4.mgh.label_matrix201.csv 0 0 0.126617506886657 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_5.mgh.label_matrix202.csv 0 0 0.0826066748802618 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_6.mgh.label_matrix203.csv 0.008 2.6657459673832e-41 0.1188665055305 0 0.992 0.893 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_SPL_7.mgh.label_matrix204.csv 0.05 0 0.168522689312488 0 0.95 0.715 1 2940.1 2940.2 2940.1
AI.lh.17Networks_LH_DorsAttnA_SPL_8.mgh.label_matrix205.csv 0.018 2.38187128370392e-33 0.13169506984317 0 0.982 0.754 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DorsAttnA_SPL_9.mgh.label_matrix206.csv 0 7.36697744826165e-39 0.1681638295254 0.07 0.93 1 0.194 2936.1 2936.1 2937.8
AI.lh.17Networks_LH_DorsAttnA_TempOcc_1.mgh.label_matrix207.csv 0.011 0 0.123750387089321 0 0.989 0.839 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DorsAttnA_TempOcc_10.mgh.label_matrix208.csv 0 7.70385472578273e-30 0.0665327216204368 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_TempOcc_2.mgh.label_matrix209.csv 0.067 1.03744063624375e-30 0.176259536535796 0 0.933 0.634 1 2939.3 2939.6 2939.3
AI.lh.17Networks_LH_DorsAttnA_TempOcc_3.mgh.label_matrix210.csv 0.026 0 0.205546254749518 0.047 0.926 0.882 0.666 2937.3 2937.4 2937.5
AI.lh.17Networks_LH_DorsAttnA_TempOcc_4.mgh.label_matrix211.csv 0.09 8.25726779848547e-36 0.202088109875246 0 0.91 0.612 0.999 2938.2 2938.4 2938.2
AI.lh.17Networks_LH_DorsAttnA_TempOcc_5.mgh.label_matrix212.csv 0 1.2134695679535e-30 0.0641132015035108 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnA_TempOcc_6.mgh.label_matrix213.csv 0.107 7.26288434837167e-10 0.217454962460204 0 0.893 0.152 1 2936.9 2939 2936.9
AI.lh.17Networks_LH_DorsAttnA_TempOcc_7.mgh.label_matrix214.csv 0 5.88279985515296e-29 0.109832194744151 0.026 0.974 1 0.435 2940.2 2940.2 2940.8
AI.lh.17Networks_LH_DorsAttnA_TempOcc_8.mgh.label_matrix215.csv 0.004 0 0.191894771292898 0.048 0.948 0.984 0.664 2938.5 2938.5 2938.7
AI.lh.17Networks_LH_DorsAttnA_TempOcc_9.mgh.label_matrix216.csv 0.013 0 0.154789260128437 0.024 0.963 0.94 0.813 2939.8 2939.8 2939.9
AI.lh.17Networks_LH_DorsAttnB_FEF_1.mgh.label_matrix217.csv 0 7.84233692111724e-28 0.124901564937062 0.013 0.987 1 0.809 2940.7 2940.7 2940.7
AI.lh.17Networks_LH_DorsAttnB_FEF_2.mgh.label_matrix218.csv 0 6.67230994137166e-31 0.109815496386661 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_FEF_3.mgh.label_matrix219.csv 0 2.64231066174495e-38 0.0470939726167495 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_FEF_4.mgh.label_matrix220.csv 0.014 8.99979874394372e-14 0.119059635307036 0 0.986 0.784 1 2940.8 2940.9 2940.8
AI.lh.17Networks_LH_DorsAttnB_FEF_5.mgh.label_matrix221.csv 0 6.17343551668254e-20 0.0966384121930685 0.016 0.984 1 0.607 2940.6 2940.6 2940.9
AI.lh.17Networks_LH_DorsAttnB_FEF_6.mgh.label_matrix222.csv 0 3.56665148144541e-36 0.122189503984406 0.015 0.985 1 0.709 2940.7 2940.7 2940.8
AI.lh.17Networks_LH_DorsAttnB_FEF_7.mgh.label_matrix223.csv 0 3.32114486144655e-33 0.0967130504371034 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_1.mgh.label_matrix224.csv 0 0 0.143994569586244 0.021 0.979 1 0.814 2940.4 2940.4 2940.5
AI.lh.17Networks_LH_DorsAttnB_PostC_10.mgh.label_matrix225.csv 0.023 0 0.154511036561519 0.015 0.962 0.896 0.882 2940 2940 2940
AI.lh.17Networks_LH_DorsAttnB_PostC_11.mgh.label_matrix226.csv 0 5.39162083275218e-34 0.100540514202242 0.004 0.996 1 0.899 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_12.mgh.label_matrix227.csv 0 5.55536886186088e-31 0.0614772239995252 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_13.mgh.label_matrix228.csv 0.039 0 0.147207586848187 0 0.961 0.544 1 2940.3 2940.7 2940.3
AI.lh.17Networks_LH_DorsAttnB_PostC_14.mgh.label_matrix229.csv 0.061 2.19242458227474e-36 0.174472502028127 0.001 0.938 0.762 0.994 2939.6 2939.7 2939.6
AI.lh.17Networks_LH_DorsAttnB_PostC_15.mgh.label_matrix230.csv 0 5.01823449235323e-39 0.18211208795661 0.067 0.933 1 0.279 2936.3 2936.3 2937.5
AI.lh.17Networks_LH_DorsAttnB_PostC_16.mgh.label_matrix231.csv 0 4.20986420119365e-32 0.146226639515395 0.023 0.977 1 0.752 2940.4 2940.4 2940.5
AI.lh.17Networks_LH_DorsAttnB_PostC_17.mgh.label_matrix232.csv 0.007 5.50370322330372e-25 0.116831104805535 0 0.993 0.906 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_18.mgh.label_matrix233.csv 0 0 0.0630053566384631 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_2.mgh.label_matrix234.csv 0 2.53976380043306e-29 0.162829766911982 0.05 0.95 1 0.365 2938.5 2938.5 2939.3
AI.lh.17Networks_LH_DorsAttnB_PostC_3.mgh.label_matrix235.csv 0.068 4.81990519857936e-31 0.188927250010338 0 0.932 0.252 1 2939.5 2940.9 2939.5
AI.lh.17Networks_LH_DorsAttnB_PostC_4.mgh.label_matrix236.csv 0 3.34261175179835e-26 0.0869231724919724 0.002 0.998 1 0.937 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_5.mgh.label_matrix237.csv 0 4.51714593584152e-34 0.133636161110913 0.026 0.974 1 0.614 2940.2 2940.2 2940.5
AI.lh.17Networks_LH_DorsAttnB_PostC_6.mgh.label_matrix238.csv 0 2.99976095816071e-32 0.072519294892897 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_7.mgh.label_matrix239.csv 0 1.49425557606026e-27 0.0770837661157622 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PostC_8.mgh.label_matrix240.csv 0.013 0 0.189456842240746 0.042 0.945 0.944 0.698 2938.7 2938.7 2938.8
AI.lh.17Networks_LH_DorsAttnB_PostC_9.mgh.label_matrix241.csv 0 2.933239586318e-38 0.0974266525340845 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PrCv_1.mgh.label_matrix242.csv 0 2.99377371927617e-28 0.0992292718879177 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_PrCv_2.mgh.label_matrix243.csv 0.029 0 0.137272195043641 0 0.971 0.664 1 2940.6 2940.8 2940.6
AI.lh.17Networks_LH_DorsAttnB_TempOcc_1.mgh.label_matrix244.csv 0 0 0.0613863299996906 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_DorsAttnB_TempOcc_2.mgh.label_matrix245.csv 0.104 3.24451889025285e-37 0.2182069760446 0 0.895 0.569 0.998 2937.3 2937.7 2937.3
AI.lh.17Networks_LH_LimbicA_TempPole_1.mgh.label_matrix246.csv 0 1.14032354853997e-34 0.184197117339202 0.05 0.95 1 0.641 2938.7 2938.7 2938.9
AI.lh.17Networks_LH_LimbicA_TempPole_10.mgh.label_matrix247.csv 0.115 3.09931293830375e-27 0.227008012745419 0 0.885 0.402 1 2936.5 2937.2 2936.5
AI.lh.17Networks_LH_LimbicA_TempPole_11.mgh.label_matrix248.csv 0.093 3.29660381190454e-29 0.201179448791474 0 0.907 0.406 1 2937.7 2938.4 2937.7
AI.lh.17Networks_LH_LimbicA_TempPole_12.mgh.label_matrix249.csv 0.102 2.31757457465295e-35 0.212441359237699 0 0.898 0.23 1 2937.2 2938.7 2937.2
AI.lh.17Networks_LH_LimbicA_TempPole_13.mgh.label_matrix250.csv 0 0 0.207411518068426 0.075 0.925 1 0.351 2935.6 2935.6 2936.4
AI.lh.17Networks_LH_LimbicA_TempPole_14.mgh.label_matrix251.csv 0.137 5.39449642556655e-36 0.248508812037093 0 0.863 0.299 1 2934.3 2935.4 2934.3
AI.lh.17Networks_LH_LimbicA_TempPole_2.mgh.label_matrix252.csv 0 9.44993165046814e-31 0.087295761447898 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_LimbicA_TempPole_3.mgh.label_matrix253.csv 0 1.84092211221479e-34 0.130224042853128 0.019 0.981 1 0.702 2940.5 2940.5 2940.6
AI.lh.17Networks_LH_LimbicA_TempPole_4.mgh.label_matrix254.csv 0.119 1.14697110175276e-33 0.231321355523774 0 0.881 0.324 1 2936.1 2937 2936.1
AI.lh.17Networks_LH_LimbicA_TempPole_5.mgh.label_matrix255.csv 0.089 9.44185346207083e-36 0.199643661070798 0 0.911 0.289 1 2938.2 2939.3 2938.2
AI.lh.17Networks_LH_LimbicA_TempPole_6.mgh.label_matrix256.csv 0 0 0.127168874596734 0.022 0.978 1 0.645 2940.4 2940.4 2940.6
AI.lh.17Networks_LH_LimbicA_TempPole_7.mgh.label_matrix257.csv 0.074 2.04382787457841e-32 0.186188865281767 0 0.926 0.483 1 2939.1 2939.6 2939.1
AI.lh.17Networks_LH_LimbicA_TempPole_8.mgh.label_matrix258.csv 0.051 0 0.165560066253023 0 0.949 0.543 1 2940.1 2940.4 2940.1
AI.lh.17Networks_LH_LimbicA_TempPole_9.mgh.label_matrix259.csv 0 0 0.10560500308861 0.013 0.987 1 0.694 2940.7 2940.7 2940.9
AI.lh.17Networks_LH_LimbicB_OFC_1.mgh.label_matrix260.csv 0.047 0 0.15358965732154 0 0.953 0.554 1 2940.1 2940.4 2940.1
AI.lh.17Networks_LH_LimbicB_OFC_10.mgh.label_matrix261.csv 0 5.95120842430277e-38 0.154736482703282 0.062 0.938 1 0.2 2937.1 2937.1 2938.8
AI.lh.17Networks_LH_LimbicB_OFC_11.mgh.label_matrix262.csv 0.052 1.28609364599927e-42 0.158976041911946 0 0.948 0.597 1 2939.9 2940.2 2939.9
AI.lh.17Networks_LH_LimbicB_OFC_12.mgh.label_matrix263.csv 0.168 6.97632093533045e-44 0.278130130330344 0 0.832 0.155 1 2931.5 2933.5 2931.5
AI.lh.17Networks_LH_LimbicB_OFC_13.mgh.label_matrix264.csv 0.153 1.166815775246e-38 0.262528594582904 0 0.847 0.377 1 2933 2933.7 2933
AI.lh.17Networks_LH_LimbicB_OFC_14.mgh.label_matrix265.csv 0.187 8.68098799887309e-38 0.295575550190157 0 0.813 0.086 1 2928.6 2931.5 2928.6
AI.lh.17Networks_LH_LimbicB_OFC_15.mgh.label_matrix266.csv 0 0 0.160090870931276 0.04 0.96 1 0.529 2939.3 2939.3 2939.7
AI.lh.17Networks_LH_LimbicB_OFC_16.mgh.label_matrix267.csv 0 3.56493879897633e-18 0.196134144538395 0.064 0.936 1 0.472 2936.9 2936.9 2937.4
AI.lh.17Networks_LH_LimbicB_OFC_2.mgh.label_matrix268.csv 0 0 0.178004226521874 0.069 0.931 1 0.278 2936.4 2936.4 2937.6
AI.lh.17Networks_LH_LimbicB_OFC_3.mgh.label_matrix269.csv 0 3.89577208119883e-42 0.165264763488183 0.137 0.863 1 0.029 2925.3 2925.3 2930.1
AI.lh.17Networks_LH_LimbicB_OFC_4.mgh.label_matrix270.csv 0.131 4.48704664749271e-27 0.277264200360213 0.023 0.846 0.45 0.832 2932.1 2932.7 2932.1
AI.lh.17Networks_LH_LimbicB_OFC_5.mgh.label_matrix271.csv 0.037 0 0.140247209125443 0 0.963 0.624 1 2940.4 2940.6 2940.4
AI.lh.17Networks_LH_LimbicB_OFC_6.mgh.label_matrix272.csv 0 7.45309951939425e-34 0.10210170307827 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_LimbicB_OFC_7.mgh.label_matrix273.csv 0.039 0 0.152255275146204 0.007 0.955 0.806 0.948 2940 2940 2940
AI.lh.17Networks_LH_LimbicB_OFC_8.mgh.label_matrix274.csv 0.151 2.26748136210919e-39 0.260404070137045 0 0.849 0.221 1 2933.1 2934.6 2933.1
AI.lh.17Networks_LH_LimbicB_OFC_9.mgh.label_matrix275.csv 0.09 6.42331088382509e-32 0.198303968461167 0 0.91 0.382 1 2937.9 2938.7 2937.9
AI.lh.17Networks_LH_SalVentAttnA_FrMed_1.mgh.label_matrix276.csv 0.154 5.38328889592727e-31 0.268693816321421 0 0.846 0.095 1 2933.3 2936.1 2933.3
AI.lh.17Networks_LH_SalVentAttnA_FrMed_2.mgh.label_matrix277.csv 0.185 5.17437634088982e-28 0.301099594268216 0 0.815 0.058 1 2930 2933.6 2930
AI.lh.17Networks_LH_SalVentAttnA_FrMed_3.mgh.label_matrix278.csv 0.171 0.00550259576729973 0.292766722555394 0 0.829 0.045 1 2932.5 2936.5 2932.5
AI.lh.17Networks_LH_SalVentAttnA_FrMed_4.mgh.label_matrix279.csv 0 5.24754386725795e-30 0.107632753019551 0.021 0.979 1 0.537 2940.5 2940.5 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrMed_5.mgh.label_matrix280.csv 0 0 0.119418197228908 0.011 0.989 1 0.813 2940.8 2940.8 2940.8
AI.lh.17Networks_LH_SalVentAttnA_FrMed_6.mgh.label_matrix281.csv 0 4.32470544845336e-25 0.10458578462252 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrMed_7.mgh.label_matrix282.csv 0 4.10126236248602e-32 0.191762753911758 0.068 0.932 1 0.323 2936.4 2936.4 2937.4
AI.lh.17Networks_LH_SalVentAttnA_FrOper_1.mgh.label_matrix283.csv 0 8.83389870280719e-30 0.0762188053534489 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrOper_2.mgh.label_matrix284.csv 0 1.2681122378104e-40 0.108520060267951 0.008 0.992 1 0.817 2940.8 2940.8 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrOper_3.mgh.label_matrix285.csv 0 1.13036728316554e-31 0.07959582086483 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrOper_4.mgh.label_matrix286.csv 0.103 1.07281199486821e-25 0.219169507843983 0 0.897 0.299 1 2937.5 2938.6 2937.5
AI.lh.17Networks_LH_SalVentAttnA_FrOper_5.mgh.label_matrix287.csv 0.066 7.87535590661574e-32 0.176056790159654 0 0.934 0.347 1 2939.4 2940.3 2939.4
AI.lh.17Networks_LH_SalVentAttnA_FrOper_6.mgh.label_matrix288.csv 0 1.04725749509476e-27 0.173142743803605 0.064 0.936 1 0.285 2936.8 2936.8 2938
AI.lh.17Networks_LH_SalVentAttnA_FrOper_7.mgh.label_matrix289.csv 0 1.62715655702375e-28 0.143399438640046 0.025 0.975 1 0.755 2940.2 2940.2 2940.3
AI.lh.17Networks_LH_SalVentAttnA_FrOper_8.mgh.label_matrix290.csv 0 2.26302439437239e-16 0.081857685905764 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_FrOper_9.mgh.label_matrix291.csv 0 6.18291315761171e-42 0.0820379179538156 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_Ins_1.mgh.label_matrix292.csv 0 2.9196172198848e-37 0.197837949706499 0.092 0.908 1 0.154 2932.5 2932.5 2934.5
AI.lh.17Networks_LH_SalVentAttnA_Ins_2.mgh.label_matrix293.csv 0 2.77411178684676e-26 0.178731760604955 0.049 0.951 1 0.639 2938.6 2938.6 2938.8
AI.lh.17Networks_LH_SalVentAttnA_Ins_3.mgh.label_matrix294.csv 0 0 0.174300162993261 0.049 0.951 1 0.516 2938.8 2938.8 2939.2
AI.lh.17Networks_LH_SalVentAttnA_Ins_4.mgh.label_matrix295.csv 0 7.73717192318814e-38 0.201642312893908 0.071 0.929 1 0.387 2936 2936 2936.7
AI.lh.17Networks_LH_SalVentAttnA_Ins_5.mgh.label_matrix296.csv 0 4.06919441100364e-26 0.20197143695414 0.095 0.905 1 0.148 2932.2 2932.2 2934.3
AI.lh.17Networks_LH_SalVentAttnA_Ins_6.mgh.label_matrix297.csv 0 0 0.187035531732245 0.078 0.922 1 0.21 2935.3 2935.3 2936.8
AI.lh.17Networks_LH_SalVentAttnA_Ins_7.mgh.label_matrix298.csv 0.016 0 0.159743725624418 0.019 0.965 0.936 0.873 2940.2 2940.2 2940.2
AI.lh.17Networks_LH_SalVentAttnA_Ins_8.mgh.label_matrix299.csv 0 2.33172667371256e-42 0.133808545948162 0.032 0.968 1 0.457 2940 2940 2940.5
AI.lh.17Networks_LH_SalVentAttnA_Ins_9.mgh.label_matrix300.csv 0 2.14488959140042e-43 0.166760069477651 0.056 0.944 1 0.334 2937.9 2937.9 2938.8
AI.lh.17Networks_LH_SalVentAttnA_ParMed_1.mgh.label_matrix301.csv 0.111 9.3982038923745e-44 0.21827231746575 0 0.889 0.32 1 2936.4 2937.4 2936.4
AI.lh.17Networks_LH_SalVentAttnA_ParMed_2.mgh.label_matrix302.csv 0.049 0 0.164467556761591 0 0.951 0.408 1 2940.1 2940.8 2940.1
AI.lh.17Networks_LH_SalVentAttnA_ParMed_3.mgh.label_matrix303.csv 0 0 0.117098909173444 0.022 0.978 1 0.547 2940.4 2940.4 2940.8
AI.lh.17Networks_LH_SalVentAttnA_ParMed_4.mgh.label_matrix304.csv 0 3.72478540507329e-36 0.0622670869789577 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_ParMed_5.mgh.label_matrix305.csv 0 1.1391204659227e-30 0.0976860874504727 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_ParMed_6.mgh.label_matrix306.csv 0 0 0.176954159101767 0.053 0.947 1 0.516 2937.9 2937.9 2938.4
AI.lh.17Networks_LH_SalVentAttnA_ParMed_7.mgh.label_matrix307.csv 0 2.16831402231496e-32 0.137028529009034 0.042 0.958 1 0.327 2939.1 2939.1 2940.1
AI.lh.17Networks_LH_SalVentAttnA_ParMed_8.mgh.label_matrix308.csv 0.109 0.00592208151765314 0.216882532737265 0 0.891 0.184 1 2936.5 2938.3 2936.5
AI.lh.17Networks_LH_SalVentAttnA_ParOper_1.mgh.label_matrix309.csv 0 0 0.113572112747565 0.01 0.99 1 0.773 2940.8 2940.8 2940.9
AI.lh.17Networks_LH_SalVentAttnA_ParOper_2.mgh.label_matrix310.csv 0 0 0.226883003163505 0.094 0.906 1 0.293 2932.2 2932.2 2933.3
AI.lh.17Networks_LH_SalVentAttnA_ParOper_3.mgh.label_matrix311.csv 0 0 0.188989213108878 0.082 0.918 1 0.171 2934.2 2934.2 2936.1
AI.lh.17Networks_LH_SalVentAttnA_ParOper_4.mgh.label_matrix312.csv 0 9.50527088737576e-34 0.0604823266849476 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnA_ParOper_5.mgh.label_matrix313.csv 0.152 1.34635230711587e-29 0.263157012095164 0 0.848 0.311 1 2932.9 2934 2932.9
AI.lh.17Networks_LH_SalVentAttnA_ParOper_6.mgh.label_matrix314.csv 0 5.884254362737e-32 0.171248624538034 0.073 0.927 1 0.195 2936.3 2936.3 2938
AI.lh.17Networks_LH_SalVentAttnA_ParOper_7.mgh.label_matrix315.csv 0.088 1.50212302158571e-37 0.200111460315639 0 0.912 0.293 1 2938.3 2939.4 2938.3
AI.lh.17Networks_LH_SalVentAttnB_Ins_1.mgh.label_matrix318.csv 0.096 1.17454653671794e-28 0.20735213632578 0 0.904 0.438 1 2937.7 2938.3 2937.7
AI.lh.17Networks_LH_SalVentAttnB_Ins_2.mgh.label_matrix319.csv 0 2.10941997606928e-15 0.0515266639665809 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnB_Ins_3.mgh.label_matrix320.csv 0 7.21818464265545e-37 0.1245085959549 0.016 0.984 1 0.773 2940.6 2940.6 2940.7
AI.lh.17Networks_LH_SalVentAttnB_Ins_4.mgh.label_matrix321.csv 0 4.17960996400404e-40 0.0562732614965809 0 1 1 1 2940.9 2940.9 2940.9
AI.lh.17Networks_LH_SalVentAttnB_Ins_5.mgh.label_matrix322.csv 0.033 0 0.137691524407685 0 0.967 0.667 1 2940.5 2940.6 2940.5
